id_cliente,periodo,edad,sexo,region,segmento,ingreso_mensual,score_bureau,num_lineas,max_mora_12m,mora_30d_12m,saldo_total,utilizacion_tc,antig_laboral_anios,antig_banca_anios,producto_principal,canal_origen,mora_30d_next3m
C001248,202505,32,M,Sur,B,1014.21,668.0,2,0,1,2758.62,,4.6,5.2,PL,Digital,1
C001452,202311,34,M,,C,3184.63,606.0,3,1,0,,,9.0,0.0,Hipotecario,Tienda,0
C000302,202504,55,F,Lima,C,1053.41,605.0,3,0,0,3178.17,0.1330216387581117,5.0,0.0,Hipotecario,Digital,0
C001051,202407,70,M,Lima,A,2782.87,656.0,4,0,0,4695.01,0.04994081483239676,3.0,2.3,PL,Tienda,0
C000162,202408,41,M,Lima,C,2186.51,801.0,6,0,1,6399.4,0.332299369917141,8.1,3.9,TC,Digital,0
C000056,202404,23,M,Lima,A,4173.9,673.0,1,0,0,9888.14,0.2569815515076858,4.0,5.0,TC,Tienda,1
C000204,202509,43,M,Centro,B,4368.48,570.0,1,0,0,3864.81,0.18343887978739626,4.7,5.6,TC,FuerzaVenta,0
C001173,202408,57,F,Lima,B,2192.34,603.0,3,0,0,1065.96,0.5268306342348236,0.0,1.4,Hipotecario,Digital,0
C001238,202407,39,M,Centro,A,2113.84,708.0,2,0,1,1867.4,0.31295048702925754,5.0,1.8,TC,Digital,1
C000720,202411,44,M,Lima,B,1782.13,660.0,4,0,0,1148.48,0.6481575503105853,9.8,1.6,TC,Alianza,1
C000704,202507,27,M,Lima,B,1530.76,636.0,2,1,0,2622.65,0.5913769995987702,4.8,4.0,Hipotecario,Digital,0
C000245,202505,42,F,Lima,B,2368.02,763.0,4,0,0,2051.02,0.36408595743813216,8.5,1.8,TC,Digital,0
C001458,202311,55,F,Sur,B,4711.69,552.0,4,1,0,4094.0,0.315884080227107,0.6,3.7,TC,Digital,0
C000651,202411,52,F,Lima,A,2797.1,724.0,3,0,0,9634.33,0.1486526545563626,3.6,3.4,TC,Tienda,0
C000687,202501,60,F,Norte,A,5598.91,583.0,6,0,0,17834.3,0.4352178489744929,6.6,2.4,TC,Digital,0
C001028,202411,67,F,Sur,C,3567.93,823.0,3,2,0,2750.81,0.3148425463473357,7.7,2.6,Pyme,Tienda,0
C000922,202410,71,M,Norte,C,2685.84,623.0,5,1,0,8497.29,0.19429248333830906,0.0,6.5,TC,Digital,0
C001150,202412,58,M,Lima,B,642.69,622.0,0,1,0,2045.87,0.659940794352013,1.0,1.8,TC,FuerzaVenta,0
C001478,202412,63,M,Lima,B,4148.47,702.0,1,0,0,12693.31,0.5230365208241128,2.9,5.8,PL,Digital,0
C000719,202509,59,M,Centro,A,5672.14,713.0,2,1,0,18908.14,0.33064909292380623,10.7,6.0,TC,Digital,0
C000882,202503,53,M,Lima,B,1912.25,704.0,2,1,0,1091.23,0.11543821729077647,1.9,0.0,PL,Digital,0
C000394,202406,64,M,Norte,C,4283.96,648.0,1,0,0,8874.22,0.5171844744236422,2.6,0.9,PL,Tienda,0
C000273,202507,68,M,Lima,C,3641.09,673.0,2,0,0,8807.11,0.3635485581772579,4.5,1.8,PL,Digital,0
C001446,202401,21,F,Sur,B,1350.73,692.0,3,0,0,410.96,0.2153690978978866,7.1,3.6,TC,Digital,0
C000224,202402,30,F,Centro,B,1764.39,647.0,2,0,0,5309.75,0.652037271016527,8.8,3.5,PL,Tienda,0
C000359,202405,32,F,Lima,B,965.65,797.0,4,0,0,1808.85,0.31558139044340733,7.0,3.8,TC,Digital,0
C000358,202410,62,M,Norte,C,2847.54,638.0,5,0,0,6591.02,0.6264286206844119,7.7,5.4,TC,Digital,0
C001128,202404,40,M,Sur,B,1255.14,680.0,3,0,0,867.49,0.18840297407106332,1.9,2.8,Pyme,Alianza,0
C000798,202503,36,F,Lima,C,,579.0,4,0,0,3935.03,0.12214681736942336,1.6,4.6,TC,Tienda,0
C000698,202509,22,F,Lima,C,1873.34,694.0,4,1,0,2250.69,0.4303674480684067,7.5,5.0,TC,Digital,0
C000588,202508,23,M,Lima,C,3318.9,722.0,3,0,1,3224.87,0.13322627231762532,11.1,0.0,TC,Digital,0
C000807,202503,68,M,Lima,B,2639.44,645.0,3,1,1,2140.93,0.5540846063268219,5.7,6.6,PL,Digital,0
C000918,202505,47,M,Norte,A,1746.54,724.0,1,0,0,3601.32,0.2718862024605831,11.0,5.4,Hipotecario,Digital,0
C000175,202411,42,M,Lima,A,1067.37,523.0,3,0,0,2468.46,0.38383510720595215,6.6,2.6,TC,,0
C001148,202401,54,F,Lima,C,8005.43,658.0,2,0,0,24208.38,0.11028450441381728,6.0,2.0,TC,FuerzaVenta,0
C000506,202412,21,M,Lima,C,2597.91,632.0,4,0,0,2025.4,0.473648338981232,,5.2,Hipotecario,Tienda,1
C000085,202501,46,M,Norte,B,2049.78,759.0,3,1,0,6932.59,0.6775305449921453,2.5,3.4,TC,Tienda,0
C000328,202310,66,F,Centro,B,1529.87,640.0,5,0,0,3647.65,0.6726700973807902,8.0,3.2,PL,Digital,0
C000487,202311,32,M,Lima,B,2553.19,585.0,0,0,0,1687.54,0.24590445628087637,4.0,7.6,TC,Digital,0
C001229,202408,25,F,Norte,B,2394.47,619.0,4,1,1,7003.1,0.30684693940851404,0.0,4.4,PL,Tienda,0
C001500,202406,70,M,Lima,A,1660.96,795.0,1,2,1,2993.58,0.24054145906985813,10.0,0.0,TC,Digital,0
C000252,202503,60,M,Norte,C,1524.86,524.0,3,0,0,3614.37,0.34646839022787135,4.5,1.2,PL,Alianza,0
C000107,202311,21,F,Lima,B,3868.58,632.0,2,0,0,10401.98,0.39120962791402714,0.9,4.1,TC,Digital,0
C000649,202501,43,F,Norte,A,3077.27,627.0,2,0,0,5098.8,0.1962753279787828,0.0,4.1,TC,Tienda,0
C000325,202409,40,M,Norte,B,2775.6,543.0,0,0,0,6069.71,0.24061133785658112,2.4,1.2,Pyme,Tienda,0
C000543,202406,28,M,Sur,A,2331.44,477.0,6,1,0,797.92,0.5130450226344561,8.8,1.8,TC,FuerzaVenta,1
C001289,202409,34,F,Lima,B,5606.66,634.0,4,1,0,5902.91,,3.7,0.0,Hipotecario,Digital,0
C000352,202410,63,F,Norte, B ,4131.8,693.0,3,0,0,9983.75,0.4238842956776978,4.6,0.0,TC,Tienda,0
C001266,202406,66,F,Oriente,C,1511.72,573.0,3,1,0,2301.75,0.4499459559390025,5.0,2.6,TC,FuerzaVenta,0
C000818,202401,40,M,Lima,B,2352.34,674.0,3,0,0,3898.34,0.18030801747704905,8.1,0.0,TC,Digital,0
C001204,202501,27,F,Lima,B,3405.1,643.0,4,2,0,6028.38,0.2862929272117397,3.4,6.1,TC,Digital,0
C000220,202504,61,F,Lima,B,812.25,615.0,4,0,0,,0.6541998235769146,5.2,4.4,TC,Digital,0
C001146,202506,64,M,Lima,,1210.34,648.0,2,0,0,3948.94,0.2227507949023232,9.0,1.9,PL,Digital,0
C000141,202405,67,M,Norte,C,3165.24,591.0,2,0,0,3219.67,0.207175361297179,9.5,4.4,Hipotecario,Digital,0
C001154,202508,22,F,Lima,B,825.75,652.0,3,0,0,1992.89,0.5846098743684846,1.4,7.4,PL,Digital,0
C000083,202409,69,M,Sur,C,703.63,741.0,5,0,0,1883.78,0.5146098772769927,4.8,4.2,PL,Digital,0
C000380,202311,55,F,Lima,B,1836.51,686.0,0,0,0,1050.98,0.29590058684747883,4.1,5.3,TC,FuerzaVenta,0
C000295,202408,34,F,Lima,C,1285.35,618.0,2,1,0,,0.21345112673070205,0.0,6.0,PL,Alianza,0
C000423,202408,40,F,Norte,B,4909.18,756.0,3,1,1,10914.31,0.38866407822993615,1.9,7.6,Hipotecario,Digital,0
C000633,202507,42,F,Centro,A,1366.66,519.0,3,0,0,1472.22,0.7047551010750625,1.4,2.6,TC,Digital,0
C001474,202507,52,F,Centro,B,1383.3,512.0,5,0,0,2989.67,0.28327079868174293,3.7,2.9,TC,Tienda,0
C000210,202504,23,M,Lima,B,2534.0,495.0,1,0,0,5003.09,0.23469119576057357,4.7,2.7,TC,Digital,1
C001431,202508,50,M,Norte,A,2575.82,714.0,2,1,0,5654.25,0.14812168221788324,8.2,3.1,TC,Digital,0
C001280,202401,18,F,Lima,B,1155.9,635.0,3,2,0,3490.55,0.3757201644561197,1.6,3.7,Pyme,Tienda,0
C001240,202310,37,M,Lima,A, ,587.0,3,1,0,3840.77,—,2.3,4.8,TC,Tienda,1
C000061,202501,41,F,Lima,C,1815.73,595.0,1,2,0,2597.29,0.6187924851880092,9.3,5.3,TC,Digital,0
C000867,202405,26,M,Lima,C,2152.56,689.0,1,0,0,7329.97,0.4029449493693915,0.1,3.5,TC,Digital,0
C001026,202401,23,M,Lima,A,3344.3,541.0,4,0,0,9868.31,0.8881922077551299,4.1,2.4,TC,Tienda,1
C000294,202508,53,M,Lima,B,1931.3,667.0,4,0,0,951.65,0.06459320169997154,6.6,3.9,TC,Tienda,0
C001343,202407,34,M,Centro,B,1730.35,756.0,3,0,0,3691.49,0.07199992575375054,5.6,0.0,PL,Digital,0
C000911,202408,20,F,Lima,B,1175.76,695.0,0,0,0,1279.66,0.1270031623150124,0.7,1.8,TC,Digital,1
C000592,202412,30,M,Centro,C,7018.72,650.0,2,0,0,3554.88,0.6648950525144101,7.5,3.0,Hipotecario,Tienda,0
C000072,202403,18,F,Lima,B,3154.74,728.0,2,1,0,4174.04,0.5330402402700386,3.5,2.9,TC,Tienda,0
C000709,202406,39,F,Norte,C,3511.7,830.0,3,0,0,,0.27319512543442265,0.2,2.0,TC,Tienda,0
C000671,202407,47,M,Lima,B,2443.76,726.0,2,0,0,1775.55,0.21144669986793516,2.3,4.8,Pyme,Digital,0
C001039,202402,45,M,Lima,C,2694.95,744.0,3,0,0,8733.94,0.24486712797538532,4.7,4.5,Hipotecario,Digital,0
C000629,202501,27,F,Sur,A,1918.47,587.0,5,0,1,3330.74,0.13326339947559881,4.4,2.8,PL,FuerzaVenta,0
C001114,202502,20,M,Lima,B,3480.37,615.0,2,2,0,6887.91,0.4205914843063183,3.3,0.0,TC,Tienda,0
C001107,202408,58,M,Norte,B,4254.29,769.0,4,1,0,7110.65,0.32340534883246946,,5.2,TC,Digital,0
C000319,202504,38,M,Lima,B,4143.64,812.0,5,1,0,2953.57,0.07162820798099001,4.7,3.1,TC,Digital,0
C000139,202408,74,F,Centro,B,1596.7,594.0,3,0,0,4687.88,0.8806981711326937,7.5,5.2,TC,Tienda,1
C000802,202401,31,M, Lima ,B,4970.56,530.0,1,0,0,3351.94,0.24046237701735776,6.3,2.4,TC,,0
C000590,202509,59,M,Lima,B,1300.78,519.0,2,0,0,3275.83,0.29798263435841915,0.0,6.0,PL,Digital,0
C000872,202405,72,F,,B,1662.4,,6,0,0,1338.06,0.1610395564632802,7.1,2.6,TC, Digital ,0
C000500,202502,19,F,Lima,B,7141.01,640.0,4,0,0,5831.79,0.5060271552759137,6.2,4.8,PL,Tienda,0
C000263,202503,26,F,Norte,B,1102.74,716.0,6,0,0,,0.5139777783327485,4.0,3.4,TC,Tienda,0
C000918,202408,58,M,Centro,C,2228.36,608.0,1,0,1,1773.89,0.058667579282530934,7.8,1.2,Pyme,Tienda,0
C001069,202311,22,M,Oriente,B,919.62,678.0,2,0,1,3183.55,0.43731410113620317,6.1,2.7,TC,Alianza,1
C000129,202505,67,M,Centro,B,2895.68,791.0,3,1,0,,0.10030342542193833,10.6,5.5,TC,Tienda,0
C000047,202310,58,F,Centro,B,3703.02,698.0,3,0,0,12217.84,0.1448753567637444,,1.6,Hipotecario,Alianza,0
C001143,202310,56,M,Lima,B,1654.75,699.0,1,0,1,4293.48,0.16949128287213233,8.1,5.5,TC,Digital,0
C000679,202408,30,F,Lima,C,2770.64,739.0,4,0,0,2566.52,0.3097556099627962,9.3,2.0,TC,Tienda,0
C000451,202406,65,F,Sur,C,2880.74,743.0,1,0,0,6212.19,0.2703875088885372,2.5,5.0,TC,Tienda,0
C000061,202411,36,M,Lima,C,1865.8,652.0,4,0,0,6225.28,0.29331689618722373,9.2,4.0,TC,Tienda,1
C000286,202505,57,F,Centro,B,951.47,565.0,2,1,0,659.73,0.21801289062675935,3.7,5.0,,Digital,0
C001396,202506,23,M,Norte,B,1699.03,683.0,6,1,0,4886.82,0.5176106418778437,4.3,3.0,TC,FuerzaVenta,0
C000310,202509,66,M,Lima,C,2014.07,599.0,1,0,0,6499.77,0.2122443491903316,0.0,0.0,TC,Digital,0
C001338,202505,70,F,Centro,B,3032.29,555.0,0,0,0,1783.64,0.6723388850563227,3.7,2.3,PL,Digital,0
C001068,202507,66,F,Sur,C,3269.2,612.0,2,0,0,1028.17,0.3262391850142755,3.8,3.3,Pyme,Tienda,0
C000269,202312,38,F,Sur,B,3663.07,606.0,2,2,1,3450.17,0.3852402103804622,4.0,0.1,TC,Digital,0
C000726,202409,75,M,Lima,B,2130.46,603.0,4,1,0,4667.43,0.09386068018613992,0.0,3.4,TC,Alianza,0
C000337,202504,54,F,Lima,B,3914.16,553.0,2,1,0,4059.98,0.19249638483533538,5.2,3.5,Pyme,Tienda,1
C000114,202402,45,F,Norte,C,1461.01,657.0,1,3,0,1850.39,0.4953187441656533,9.4,1.6,Pyme,Digital,0
C001180,202506,36,F,Lima,A,1614.39,560.0,2,1,0,5244.74,0.18851290472534282,6.5,5.1,Pyme,Digital,0
C001280,202410,24,M,Lima,B,2414.27,675.0,4,0,0,6847.72,0.30203958264002195,5.1,1.3,PL, Tienda ,0
C001349,202406,27,M,Lima,B,,787.0,1,0,0,1461.54,0.25060708527898845,2.8,0.3,Pyme,Digital,1
C001417,202401,25,F,Sur,C,8414.79,691.0,1,0,0,15291.4,0.48716070271302775,4.9,2.5,PL,FuerzaVenta,0
C000829,202410,72,F,Lima,C,1790.99,719.0,5,0,0,3049.66,0.3559448469994958,5.9,5.4,Hipotecario,Digital,0
C000102,202501,28,M,Lima,C,1799.85,626.0,4,0,1,995.22,0.21911865055754526,10.4,6.7,PL,FuerzaVenta,0
C000162,202411,75,M,Oriente,A,3636.07,491.0,1,1,1,9848.16,0.20312139679662775,3.5,1.0,TC,FuerzaVenta,0
C001024,202406,50,M,Lima,B,918.41,691.0,2,0,0,3027.61,0.15093732192753248,8.4,4.7,Hipotecario,Digital,0
C000482,202401,49,M,Oriente,B,4238.63,844.0,1,0,0,10846.43,0.5897745119035606,2.8,1.4,TC,Digital,0
C000798,202410,61,M,Sur,C,3549.63,588.0,3,0,0,,0.29679463569530273,3.4,0.0,PL,Digital,0
C001031,202503,62,F,Oriente,B,4672.28,738.0,2,0,1,5802.2,0.43464250858388964,2.2,0.3,TC,Alianza,0
C000947,202501,69,M,Lima,C,5893.79,812.0,1,1,0,3872.6,0.5040626325009387,5.2,4.4,TC,Tienda,0
C001387,202501,52,M,Centro,B,1672.58,573.0,1,2,0,1871.49,0.29316120801729273,6.4,3.6,PL,Tienda,0
C000830,202403,66,M,Norte,B,2953.98,792.0,4,0,0,7528.68,0.034022222004674425,0.0,3.3,TC,Digital,0
C000179,202401,34,M,Centro,A,2203.58,654.0,5,0,0,4477.59,0.09353038772577624,4.6,2.2,TC,Tienda,0
C000877,202504,25,M,Sur,A,3179.89,,3,0,0,2745.8,0.37880701184975546,10.5,2.5,TC,Digital,0
C000248,202505,73,M,Lima,A,1681.91,667.0,4,0,0,3308.72,0.1737742389647847,3.9,3.3,TC,Digital,0
C001452,202310,46,M,Sur,B,2895.09,513.0,1,1,0,9529.49,0.11183878737100006,,0.0,TC,Alianza,0
C001142,202404,36,F,Lima,B,2661.32,711.0,4,1,0,2813.74,0.4020880503330777,1.9,2.3,TC,Tienda,0
C000431,202501,55,M,Lima,B,2094.28,582.0,3,0,0,1632.89,0.6259853001171711,,2.4,TC,Tienda,0
C000590,202501,74,F,Sur,A,2636.47,791.0,2,1,1,7637.1,0.5641344619509747,7.0,3.5,TC,Digital,0
C000315,202407,31,M,Lima,B,417.44,554.0,6,0,0,415.64,0.04607275704904056,4.2,5.4,TC,Digital,0
C001094,202310,61,M,Lima,A,2364.93,699.0,1,0,0,3796.12,0.21307279493292916,2.3,2.8,Hipotecario,Tienda,0
C000144,202406,51,M,Lima,A,1696.23,577.0,3,0,0,3936.37,0.2849861521664385,3.3,4.2,TC,Tienda,0
C000934,202409,33,M,Lima,C,4209.29,786.0,1,0,0,12216.16,0.17906102949078964,0.0,0.0,PL,Digital,1
C000192,202505,58,F,Centro,B,2850.66,636.0,1,0,1,3544.7,0.2690835839770293,7.2,4.0,TC,Tienda,0
C001272,202409,35,M,Norte,C,3691.18,723.0,3,1,0,9480.81,0.6273820624823121,1.3,2.9,TC,Tienda,0
C000827,202410,55,M,Centro,A,3219.33,538.0,4,1,0,5167.96,0.2311095829604382,0.6,3.8,TC,FuerzaVenta,1
C000688,202401,26,F,Centro,C,1242.65,603.0,3,2,0,1919.38,0.4036924232409211,7.1,3.0,PL,FuerzaVenta,0
C000635,202502,65,F,Norte,B,1680.15,700.0,0,0,0,4947.39,0.19220444827806682,9.7,0.4,TC,Tienda,0
C000372,202504,33,M,Centro,B,9330.91,638.0,2,0,0,12390.67,0.28098400499359877,3.4,3.6,PL,Digital,1
C000971,202404,41,F, Lima ,B,1384.99,731.0,3,0,0,3724.22,0.24118869432345796,3.0,4.4,PL,Digital,0
C000844,202403,41,F,Lima,B,2807.88,602.0,3,2,1,7956.71,0.2586586822675614,1.6,4.3,TC,Digital,0
C000751,202504,18,F,Lima,C,2898.13,589.0,6,0,0,5410.6,0.2547689497299083,0.1,3.5,TC,Digital,0
C000368,202506,66,F,Lima,B,2044.41,612.0,3,0,0,4806.3,0.13551693692651323,7.2,0.7,PL,Tienda,0
C001234,202408,61,M,Centro,C,2061.41,715.0,2,0,0,1678.5,0.603222092095131,0.0,2.1,PL,Tienda,0
C000414,202501,53,M,Norte,B,2334.9,730.0,5,0,0,3937.36,0.16563583469986753,5.9,2.4,TC,Digital,0
C000593,202509,53,M,Centro,C,1462.03,412.0,0,0,0,2160.04,0.4209519189227508,5.6,2.7,Hipotecario,FuerzaVenta,0
C001090,202406,61,M,,C,2096.62,636.0,3,0,0,2873.45,0.23447892518296987,4.5,4.2,TC,Tienda,0
C001402,202311,69,F,Lima,B,2301.91,609.0,2,1,0,1927.06,0.5941170855762619,8.6,0.0,Hipotecario, FuerzaVenta ,1
C000218,202311,31,M,Centro,B,3884.12,678.0,4,1,1,7306.19,0.501518998909998,11.4,4.5,Hipotecario,Tienda,0
C000494,202507,42,F,Norte,B,867.74,702.0,3,3,0,1089.82,0.22281319974600333,0.0,6.2,Hipotecario,Tienda,0
C000701,202507,59,F,Lima,B,1311.72,626.0,5,0,0,1584.83,0.18890751145932716,7.6,2.2,TC,Digital,0
C001200,202401,57,F,Sur,C,3841.35,719.0,3,0,0,8790.77,0.23811160257589728,8.4,6.6,TC,Alianza,0
C001157,202403,37,M,Lima,B,1255.81,532.0,2,1,0,3227.06,0.2444044356541707,4.6,3.6,TC,Tienda,0
C000233,202404,35,M,Oriente,C,3128.37,580.0,1,0,0,8920.61,0.5530213029806598,9.0,7.4,TC,Digital,0
C000885,202506,39,F,Lima,B,1192.42,568.0,4,0,0,1156.84,0.09724378518856994,7.7,3.7,TC,Digital,0
C000700,202311,64,M,Centro,C,7000.41,649.0,2,2,0,8032.63,0.23225242290809087,6.3,0.0,Hipotecario,Digital,0
C000477,202404,63,M,Oriente,A,1542.5,609.0,4,1,0,5336.02,0.07233968804527913,4.0,5.7,TC,Tienda,0
C000871,202407,35,F,Centro,A,3267.37,664.0,4,0,0,6531.03,0.18008324253801367,7.5,3.0,PL,Tienda,0
C000793,202405,20,F,Sur,B,,626.0,4,0,0,991.46,0.3385653791264433,6.9,1.8,PL,Digital,1
C000778,202509,25,F,Norte,A,3971.22,587.0,3,1,0,11399.91,0.3895032561649857,4.0,2.9,TC,Digital,0
C001155,202405,36,M,Lima,C,7145.33,581.0,3,0,0,9488.08,0.3545021530447918,2.4,0.4,Pyme,Digital,0
C000359,202412,50,M,Norte,C,3513.87,701.0,4,0,1,2583.96,0.37412370247927773,8.1,4.5,Hipotecario,FuerzaVenta,0
C000866,202410,32,M,Lima,A,1908.1,709.0,3,0,0,6480.45,0.457235478430092,10.7,3.5,TC,,0
C000433,202408,61,F,Sur,B,1318.61,529.0,1,0,0,811.64,0.23657828358386762,5.9,4.2,PL,Digital,0
C001013,202508,18,F,Lima,B,3433.35,697.0,2,1,0,2925.28,0.07242490175516361,3.0,1.2,TC,Digital,0
C000236,202509,26,F,Norte,B,2391.92,599.0,1,0,0,2135.92,0.37139867939852866,7.5,3.4,PL,Digital,0
C000057,202412,39,M,Norte,C,1602.0,690.0,2,0,0,4825.27,0.26221352040635704,4.4,1.0,TC,Digital,0
C001323,202312,51,F,Lima,A,3773.31,620.0,3,0,0,4591.66,0.11108960338710659,0.0,4.1,TC,FuerzaVenta,0
C000293,202507,74,M,Oriente,B,3069.15,667.0,2,1,1,8123.85,0.0855853340624731,1.2,4.3,TC,Digital,1
C001345,202506,46,M,Oriente,B,6516.06,707.0,4,0,0,5796.01,0.23884081265598517,,1.5,PL,FuerzaVenta,0
C000383,202502,48,M,Lima,A,4538.08,703.0,1,0,0,4938.65,0.2846265971652748,0.0,4.9,TC,FuerzaVenta,0
C000858,202406,47,M,Lima,B,2594.29,801.0,4,0,0,8976.17,0.6772783211582618,8.8,4.9,TC,Digital,0
C001389,202507,19,F,Lima,C,1606.01,653.0,1,0,0,3493.87,0.28754647694130697,1.8,4.1,TC,Alianza,0
C000617,202405,48,M,Centro,A,3914.43,603.0,0,0,0,12347.41,0.21132237424249772,5.8,2.8,TC,Digital,0
C000194,202406,36,F,Centro,A,4000.02,535.0,4,0,0,12343.1,0.1875832251708009,8.6,0.0,TC,Digital,0
C001362,202312,62,M,Lima,B,5099.45,688.0,4,0,1,4875.71,0.22285794130604786,5.5,2.4,PL,Digital,0
C000885,202411,29,M,Lima,A,4764.83,668.0,3,1,0,10324.11,0.3220347541021116,6.8,4.9,TC,Tienda,0
C000266,202406,45,M,Sur,C,2267.22,633.0,0,2,0,3374.95,0.22653117648606738,4.9,2.3,Pyme,FuerzaVenta,0
C000996,202504,72,F,Norte,A,2395.56,787.0,3,0,0,7000.6,0.07557080933049996,4.0,1.8,TC,FuerzaVenta,0
C000340,202409,38,M,Sur,B,1314.46,677.0,5,1,0,3623.88,0.17828988170454485,,4.2,TC,Tienda,0
C000381,202409,23,F,Lima,C,1876.22,588.0,5,1,0,4447.23,0.27057874668102927,5.1,3.6,TC,FuerzaVenta,0
C001070,202504,20,M,Lima,C,2265.81,481.0,3,0,1,,0.69845994300867,7.9,1.8,TC,Digital,0
C000544,202509,18,F,Lima,C,3467.89,617.0,6,0,0,7241.94,0.3709222361659422,7.3,6.2,TC,Tienda,0
C000616,202408,23,M,Centro,,4205.14,567.0,1,0,0,14640.94,0.3033890114318282,7.1,1.0,TC,Tienda,0
C000503,202506,60,M,Centro,C,775.82,609.0,2,2,0,1729.53,0.4015308968584904,3.3,2.1,TC,Digital,0
C001484,202408,64,,Lima,B,1310.13,650.0,3,0,0,4557.06,0.19734380540748062,5.0,3.4,Hipotecario,Digital,0
C001241,202407,55,M,Centro, C ,4138.79,658.0,3,0,0,7064.77,0.41290750644193963,9.2,7.5,PL,FuerzaVenta,1
C001066,202410,35,M,Lima,C,3541.49,,5,0,0,8096.34,0.07614165411321959,8.2,3.2,TC,FuerzaVenta,0
C000116,202509,38,M,Sur,B,2467.94,619.0,6,0,1,1714.02,0.23459259959776274,6.2,2.8,PL,Digital,1
C000363,202405,28,F,Lima,A,1494.37,667.0,4,0,0,2816.56,0.2942638839053602,0.8,1.1,TC,Tienda,0
C001319,202405,22,M,Norte,B,2208.11,642.0,4,0,0,4834.46,0.2812363270971632,3.5,6.4,TC,Tienda,0
C000242,202507,18,F,Lima,A,1448.6,613.0,2,2,1,4736.06,0.07062141064802874,9.1,6.8,TC,Digital,1
C001126,202402,73,M, Lima , B ,6124.37,553.0,3,2,0,1909.66,0.1385302578290747,5.2,1.8,TC,Tienda,0
C000127,202507,47,M,Lima,C,1405.79,607.0,5,0,0,2249.59,0.18735141410431133,6.3,3.3,Pyme,Tienda,1
C001188,202403,58,F,Lima,C,2833.38,636.0,1,1,0,4505.74,0.25328757415553665,5.7,5.0,TC, FuerzaVenta ,0
C000093,202507,51,M,Norte,A,2055.8,684.0,3,0,0,3504.96,0.11855630327085176,5.2,0.4,TC,Digital,0
C000758,202407,66,F,Lima,A,3649.62,537.0,3,0,0,8241.2,0.09580432628124118,0.8,6.7,TC,Tienda,0
C001349,202403,64,M,Centro,B,1221.09,734.0,2,2,0,,0.1933811184228891,3.3,6.4,PL,Tienda,0
C000037,202402,18,F,Lima,B,3078.41,618.0,6,0,1,8741.88,0.308227264511676,6.2,4.4,PL,Digital,0
C001077,202406,55,F,Lima,C,1066.08,694.0,5,1,0,3155.31,0.5025965565893916,6.3,0.0,PL,Tienda,0
C000361,202401,50,M,Lima,C,1971.11,562.0,5,0,0,1081.97,0.4924144782339959,5.0,4.2,TC,FuerzaVenta,0
C000016,202507,43,F,Lima,C,1401.59,,4,3,0,4683.55,0.14241950138684667,9.0,5.7,PL,Tienda,1
C001340,202407,25,M,Lima,C,1220.4,699.0,1,0,0,1390.01,0.28140981876585136,4.4,2.7,TC,Digital,0
C000622,202409,33,M,Lima,C,1775.25,802.0,3,0,0,4249.68,0.5413915155234037,6.0,3.8,PL,Digital,0
C000404,202412,31,M,Norte,C,1189.85,577.0,0,0,0,1136.57,0.04766342479352273,4.7,4.3,TC,Tienda,0
C000024,202502,42,M,Lima,C,5269.01,630.0,3,0,0,12450.69,0.3997560710013249,7.1,6.4,Hipotecario,FuerzaVenta,0
C000328,202411,68,F,Centro,A,4738.78,836.0,2,0,0,5066.15,0.1347806537226387,3.6,3.3,TC,Alianza,0
C001379,202412,69,M,Centro,B,2091.12,682.0,1,0,0,4728.77,0.46126205852092134,2.3,0.0,TC,Digital,0
C001225,202410,71,F,Lima,A,3019.6,664.0,2,1,0,7642.3,0.07499986076914116,11.0,2.2,PL,Alianza,0
C000549,202312,47,F,Norte,C,,616.0,0,0,0,1459.1,0.376741751313644,4.6,6.7,PL,FuerzaVenta,1
C000506,202310,44,F,Centro,A,4002.16,619.0,3,0,0,7266.98,0.5933819154806146,4.2,0.1,PL,Tienda,0
C000214,202409,62,M,Lima,C,2519.37,679.0,2,0,0,7967.27,0.1846022542286098,0.8,4.3,TC,FuerzaVenta,0
C001217,202411,71,M,Lima,C,1522.68,595.0,0,1,0,3452.98,0.1707637353966225,6.6,2.4,TC,FuerzaVenta,0
C000166,202508,41,M,Sur,B,2504.71,630.0,1,0,0,4546.1,0.13525721772232638,6.5,2.1,Hipotecario,Tienda,0
C000220,202505,68,F,Lima,B,1489.13,645.0,0,0,1,4820.05,0.20856225424928804,5.0,2.5,PL,Tienda,0
C000710,202408,58,F,Lima,A,840.28,721.0,1,1,0,1710.15,0.4370834802247529,2.7,0.2,TC,Tienda,0
C000349,202504,28,F, Lima ,B,3632.66,707.0,6,0,0,11633.32,0.46434346822604616,5.5,5.8,TC,Tienda,0
C000962,202405,60,M,Lima,B,2031.74,649.0,5,0,1,6279.87,0.44844966676581594,9.4,0.0,,FuerzaVenta,0
C000298,202504,25,M,Lima,A,3028.61,665.0,2,0,0,4895.2,0.3034839755612801,7.0,3.6,TC,Digital,0
C000490,202508,74,F,Norte,C,2760.17,617.0,2,1,0,3831.35,0.531868971493581,7.1,1.3,TC,Digital,0
C000759,202503,47,F,Norte,A,1846.32,726.0,1,1,1,5442.43,0.39737132302633577,6.1,3.7,PL,Digital,0
C001141,202407,25,M,Norte,B,1295.82,586.0,4,0,0,670.47,0.4310175148529212,8.2,5.5,PL,Digital,0
